"","name","country","birthday","starting_number","speed","distance","distance_points","mark_A","mark_B","mark_C","mark_D","mark_E","style_points","gate","gate_points","wind_speed","wind_points","total_points","rank","series_number","total_points_all_jumps","competition_code","hill_code","year","competition_number","k","hs","full_name"
"2442","ZNISZCZOL Aleksander","POL","8 MAR 1994","44","90.4","128.5","75.3","17.5","18.0","18.0","18.0","18.0","54.0","16","","-0.22","3.6","132.9","13.","1","271.2","42","wis","2024","2",120,134,"Wisla"
"2443","ZNISZCZOL Aleksander","POL","8 MAR 1994","44","90.5","131.0","79.8","18.0","18.0","18.0","17.5","18.0","54.0","16","","-0.28","4.5","138.3","9.","2","271.2","42","wis","2024","2",120,134,"Wisla"
"2444","KOBAYASHI Ryoyu","JPN","8 NOV 1996","47","90.3","128.0","74.4","18.5","18.0","18.0","17.0","18.0","54.0","16","","-0.34","5.5","133.9","11.","1","267.0","42","wis","2024","2",120,134,"Wisla"
"2445","KOBAYASHI Ryoyu","JPN","8 NOV 1996","47","90.3","131.0","79.8","18.0","18.5","17.5","17.5","18.0","53.5","16","","0.02","-0.2","133.1","15.","2","267.0","42","wis","2024","2",120,134,"Wisla"
"2446","GEIGER Karl","GER","11 FEB 1993","58","90.9","129.0","76.2","18.0","18.0","18.0","18.0","18.5","54.0","16","","-0.24","3.9","134.1","10.","1","266.5","42","wis","2024","2",120,134,"Wisla"
"2447","GEIGER Karl","GER","11 FEB 1993","58","90.8","127.5","73.5","17.5","18.0","18.0","17.5","18.0","53.5","15","3.6","-0.11","1.8","132.4","16.","2","266.5","42","wis","2024","2",120,134,"Wisla"
"2448","ORTNER Maximilian","AUT","4 JUN 2002","59","90.7","126.0","70.8","18.0","18.0","18.0","18.0","18.0","54.0","16","","-0.17","2.8","127.6","24.","1","266.1","42","wis","2024","2",120,134,"Wisla"
"2449","ORTNER Maximilian","AUT","4 JUN 2002","59","90.7","132.0","81.6","18.0","18.5","18.0","17.5","18.0","54.0","16","","-0.18","2.9","138.5","8.","2","266.1","42","wis","2024","2",120,134,"Wisla"
"2450","HAYBOECK Michael","AUT","5 MAR 1991","51","90.5","124.5","68.1","17.5","17.5","17.5","17.5","18.0","52.5","16","","-0.56","9.1","129.7","20.","1","265.1","42","wis","2024","2",120,134,"Wisla"
"2451","HAYBOECK Michael","AUT","5 MAR 1991","51","90.6","129.0","76.2","18.0","18.0","18.0","18.0","18.0","54.0","16","","-0.32","5.2","135.4","14.","2","265.1","42","wis","2024","2",120,134,"Wisla"
"2452","FETTNER Manuel","AUT","17 JUN 1985","56","90.4","127.5","73.5","17.0","17.5","17.0","17.5","17.5","52.0","16","","-0.45","7.3","132.8","14.","1","263.7","42","wis","2024","2",120,134,"Wisla"
"2453","FETTNER Manuel","AUT","17 JUN 1985","56","90.3","128.0","74.4","16.0","17.0","16.0","17.0","17.0","50.0","16","","-0.40","6.5","130.9","18.","2","263.7","42","wis","2024","2",120,134,"Wisla"
"2454","WOLNY Jakub","POL","15 MAY 1995","24","90.2","127.5","73.5","18.0","18.0","18.0","18.0","18.0","54.0","16","","-0.14","2.3","129.8","19.","1","261.7","42","wis","2024","2",120,134,"Wisla"
"2455","WOLNY Jakub","POL","15 MAY 1995","24","90.2","127.0","72.6","18.0","18.0","18.0","17.5","18.0","54.0","16","","-0.33","5.3","131.9","17.","2","261.7","42","wis","2024","2",120,134,"Wisla"
"2456","KUBACKI Dawid","POL","12 MAR 1990","42","90.5","125.5","69.9","17.5","18.0","18.0","18.0","18.0","54.0","16","","-0.38","6.2","130.1","17.","1","260.5","42","wis","2024","2",120,134,"Wisla"
"2457","KUBACKI Dawid","POL","12 MAR 1990","42","90.7","124.0","67.2","18.0","18.0","18.0","18.0","18.0","54.0","16","","-0.57","9.2","130.4","19.","2","260.5","42","wis","2024","2",120,134,"Wisla"
"2458","LEYHE Stephan","GER","5 JAN 1992","39","90.8","125.0","69.0","17.5","18.0","18.0","17.0","18.0","53.5","16","","-0.40","6.5","129.0","22.","1","258.7","42","wis","2024","2",120,134,"Wisla"
"2459","LEYHE Stephan","GER","5 JAN 1992","39","90.8","128.0","74.4","17.5","18.0","17.5","17.0","17.5","52.5","16","","-0.17","2.8","129.7","20.","2","258.7","42","wis","2024","2",120,134,"Wisla"
"2460","PEIER Killian","SUI","28 MAR 1995","8","90.6","127.0","72.6","17.5","17.5","18.0","18.0","17.5","53.0","16","","-0.27","4.4","130.0","18.","1","258.7","42","wis","2024","2",120,134,"Wisla"
"2461","PEIER Killian","SUI","28 MAR 1995","8","90.8","124.5","68.1","17.0","17.5","17.0","17.5","17.5","52.0","16","","-0.53","8.6","128.7","23.","2","258.7","42","wis","2024","2",120,134,"Wisla"
"2462","VILLUMSTAD Fredrik","NOR","21 MAR 1999","46","90.5","126.5","71.7","18.0","18.0","17.5","17.5","18.0","53.5","16","","-0.32","5.2","130.4","16.","1","258.3","42","wis","2024","2",120,134,"Wisla"
"2463","VILLUMSTAD Fredrik","NOR","21 MAR 1999","46","90.7","123.0","65.4","17.5","18.0","17.5","17.0","17.5","52.5","16","","-0.62","10.0","127.9","24.","2","258.3","42","wis","2024","2",120,134,"Wisla"
"2464","AIGRO Artti","EST","29 AUG 1999","52","90.0","127.0","72.6","17.0","17.5","17.0","17.0","17.5","51.5","16","","-0.27","4.4","128.5","23.","1","257.7","42","wis","2024","2",120,134,"Wisla"
"2465","AIGRO Artti","EST","29 AUG 1999","52","90.0","128.0","74.4","17.0","17.5","17.5","17.5","17.5","52.5","16","","-0.14","2.3","129.2","22.","2","257.7","42","wis","2024","2",120,134,"Wisla"
"2466","LANISEK Anze","SLO","20 APR 1996","55","90.3","123.5","66.3","18.0","17.5","18.0","17.0","18.0","53.5","16","","-0.46","7.5","127.3","25.","1","256.7","42","wis","2024","2",120,134,"Wisla"
"2467","LANISEK Anze","SLO","20 APR 1996","55","90.2","126.5","71.7","18.0","18.0","18.0","17.5","18.0","54.0","16","","-0.23","3.7","129.4","21.","2","256.7","42","wis","2024","2",120,134,"Wisla"
"2468","STOCH Kamil","POL","25 MAY 1987","38","89.8","126.0","70.8","18.0","18.0","18.0","18.5","18.0","54.0","16","","-0.27","4.4","129.2","21.","1","254.8","42","wis","2024","2",120,134,"Wisla"
"2469","STOCH Kamil","POL","25 MAY 1987","38","90.1","125.5","69.9","17.0","17.5","17.5","17.5","17.5","52.5","16","","-0.20","3.2","125.6","27.","2","254.8","42","wis","2024","2",120,134,"Wisla"
"2470","FORFANG Johann","NOR","4 JUL 1995","48","89.9","121.5","62.7","17.5","17.5","17.5","17.0","17.5","52.5","16","","-0.59","9.6","124.8","29.","1","251.6","42","wis","2024","2",120,134,"Wisla"
"2471","FORFANG Johann","NOR","4 JUL 1995","48","89.8","128.0","74.4","17.5","18.0","18.0","18.0","17.5","53.5","16","","0.10","-1.1","126.8","25.","2","251.6","42","wis","2024","2",120,134,"Wisla"
"2472","AALTO Antti","FIN","2 APR 1995","37","90.3","125.0","69.0","17.0","17.5","17.5","17.0","17.5","52.0","16","","-0.21","3.4","124.4","30.","1","248.3","42","wis","2024","2",120,134,"Wisla"
"2473","AALTO Antti","FIN","2 APR 1995","37","90.3","126.5","71.7","17.0","17.5","17.5","17.0","17.5","52.0","16","","-0.01","0.2","123.9","28.","2","248.3","42","wis","2024","2",120,134,"Wisla"
"2474","ZOGRAFSKI Vladimir","BUL","14 JUL 1993","33","89.8","123.5","66.3","16.5","17.0","17.0","17.0","17.5","51.0","16","","-0.51","8.3","125.6","28.","1","247.8","42","wis","2024","2",120,134,"Wisla"
"2475","ZOGRAFSKI Vladimir","BUL","14 JUL 1993","33","89.8","125.0","69.0","17.5","18.0","18.0","17.5","18.0","53.5","16","","0.03","-0.3","122.2","29.","2","247.8","42","wis","2024","2",120,134,"Wisla"
"2476","FOUBERT Valentin","FRA","17 AUG 2002","40","89.7","122.5","64.5","17.5","17.5","17.5","17.0","17.5","52.5","16","","-0.45","7.3","124.3","31.","1","124.3","42","wis","2024","2",120,134,"Wisla"
"2477","GRANERUD Halvor","NOR","29 MAY 1996","54","90.5","121.0","61.8","17.0","17.5","17.0","18.0","17.5","52.0","16","","-0.61","9.9","123.7","32.","1","123.7","42","wis","2024","2",120,134,"Wisla"
"2478","FRANTZ Tate","USA","28 MAR 2005","49","90.5","122.0","63.6","17.5","17.5","17.5","17.0","17.5","52.5","16","","-0.46","7.5","123.6","33.","1","123.6","42","wis","2024","2",120,134,"Wisla"
"2479","MARUSIAK Yevhen","UKR","16 MAR 2000","21","89.6","124.0","67.2","17.0","16.5","17.0","16.5","17.5","50.5","16","","-0.26","4.2","121.9","34.","1","121.9","42","wis","2024","2",120,134,"Wisla"
"2480","RAIMUND Philipp","GER","23 JUN 2000","41","90.2","121.0","61.8","17.5","17.5","17.5","17.5","18.0","52.5","16","","-0.44","7.1","121.4","35.","1","121.4","42","wis","2024","2",120,134,"Wisla"
"2481","VALTO Kasperi","FIN","3 JUL 2003","20","90.5","123.0","65.4","17.0","16.5","17.0","17.0","17.0","51.0","16","","-0.27","4.4","120.8","36.","1","120.8","42","wis","2024","2",120,134,"Wisla"
"2482","INSAM Alex","ITA","19 DEC 1997","13","90.2","123.0","65.4","17.0","17.5","17.5","17.0","17.0","51.5","16","","-0.23","3.7","120.6","37.","1","120.6","42","wis","2024","2",120,134,"Wisla"
"2483","EISENBICHLER Markus","GER","3 APR 1991","43","90.0","119.5","59.1","17.0","17.0","17.0","17.0","17.0","51.0","16","","-0.55","8.9","119.0","38.","1","119.0","42","wis","2024","2",120,134,"Wisla"
"2484","IPCIOGLU Fatih","TUR","28 SEP 1997","22","90.3","123.5","66.3","16.0","15.5","16.0","16.5","16.5","48.5","16","","-0.26","4.2","119.0","38.","1","119.0","42","wis","2024","2",120,134,"Wisla"
"2485","TITTEL Adrian","GER","21 FEB 2004","28","90.4","121.5","62.7","16.5","15.5","17.0","17.5","17.0","50.5","16","","-0.15","2.4","115.6","40.","1","115.6","42","wis","2024","2",120,134,"Wisla"
"2486","AMMANN Simon","SUI","25 JUN 1981","23","90.3","121.0","61.8","15.5","16.5","16.5","17.5","17.0","50.0","16","","-0.20","3.2","115.0","41.","1","115.0","42","wis","2024","2",120,134,"Wisla"
"2487","BICKNER Kevin","USA","23 SEP 1996","26","90.4","121.5","62.7","16.5","17.0","16.5","18.0","17.0","50.5","16","","-0.09","1.5","114.7","42.","1","114.7","42","wis","2024","2",120,134,"Wisla"
"2488","KOT Maciej","POL","9 JUN 1991","3","89.7","119.5","59.1","16.5","17.5","17.0","17.0","17.0","51.0","16","","-0.22","3.6","113.7","43.","1","113.7","42","wis","2024","2",120,134,"Wisla"
"2489","NAKAMURA Naoki","JPN","19 SEP 1996","29","89.8","118.0","56.4","17.0","17.0","17.0","17.0","17.5","51.0","16","","-0.35","5.7","113.1","44.","1","113.1","42","wis","2024","2",120,134,"Wisla"
"2490","JOHANSSON Robert","NOR","23 MAR 1990","36","90.3","119.0","58.2","17.0","17.0","17.0","17.0","17.0","51.0","16","","-0.17","2.8","112.0","45.","1","112.0","42","wis","2024","2",120,134,"Wisla"
"2491","EMBACHER Stephan","AUT","12 JAN 2006","34","90.5","116.5","53.7","16.5","16.5","16.5","16.5","17.0","49.5","16","","-0.42","6.8","110.0","46.","1","110.0","42","wis","2024","2",120,134,"Wisla"
"2492","LARSON Casey","USA","16 DEC 1998","14","90.2","117.0","54.6","15.5","16.5","16.0","16.5","16.5","49.0","16","","-0.36","5.8","109.4","47.","1","109.4","42","wis","2024","2",120,134,"Wisla"
"2493","KOBAYASHI Junshiro","JPN","11 JUN 1991","5","89.8","114.0","49.2","15.5","16.5","16.0","17.0","16.0","48.5","16","","-0.30","4.9","102.6","48.","1","102.6","42","wis","2024","2",120,134,"Wisla"
"2494","GRANERUD Halvor","NOR","29 MAY 1996","48","91.3","129.0","67.2","18.0","18.0","18.0","18.5","18.0","54.0","16","","-0.77","12.5","133.7","3.","1","287.7","43","zak","2022","1",125,140,"Zakopane"
"2495","GRANERUD Halvor","NOR","29 MAY 1996","48","90.9","141.0","88.8","19.0","19.0","19.0","19.0","19.0","57.0","15","4.8","-0.21","3.4","154.0","1.","2","287.7","43","zak","2022","1",125,140,"Zakopane"
"2496","KUBACKI Dawid","POL","12 MAR 1990","50","91.5","137.5","82.5","19.0","19.0","19.0","19.5","19.0","57.0","16","","-0.62","10.0","149.5","1.","1","286.6","43","zak","2022","1",125,140,"Zakopane"
"2497","KUBACKI Dawid","POL","12 MAR 1990","50","90.9","124.0","58.2","18.0","18.0","18.0","18.0","18.0","54.0","15","4.8","-1.24","20.1","137.1","6.","2","286.6","43","zak","2022","1",125,140,"Zakopane"
"2498","KRAFT Stefan","AUT","13 MAY 1993","47","91.2","134.0","76.2","18.5","19.0","19.0","19.0","18.5","56.5","16","","0.09","-1.0","131.7","5.","1","278.5","43","zak","2022","1",125,140,"Zakopane"
"2499","KRAFT Stefan","AUT","13 MAY 1993","47","91.2","145.5","96.9","19.0","19.5","19.5","19.5","19.5","58.5","16","","0.80","-8.6","146.8","3.","2","278.5","43","zak","2022","1",125,140,"Zakopane"
"2500","LANISEK Anze","SLO","20 APR 1996","49","91.1","126.0","61.8","17.5","18.0","18.0","18.0","18.0","54.0","16","","-0.64","10.4","126.2","10.","1","275.1","43","zak","2022","1",125,140,"Zakopane"
"2501","LANISEK Anze","SLO","20 APR 1996","49","91.4","136.5","80.7","19.0","19.0","19.0","19.0","19.0","57.0","16","","-0.69","11.2","148.9","2.","2","275.1","43","zak","2022","1",125,140,"Zakopane"
"2502","HOERL Jan","AUT","16 OCT 1998","41","91.1","139.0","85.2","18.5","18.5","19.0","19.0","19.0","56.5","16","","0.08","-0.9","140.8","2.","1","271.6","43","zak","2022","1",125,140,"Zakopane"
"2503","HOERL Jan","AUT","16 OCT 1998","41","90.8","126.0","61.8","18.0","18.0","18.0","18.0","18.0","54.0","15","4.8","-0.63","10.2","130.8","11.","2","271.6","43","zak","2022","1",125,140,"Zakopane"
"2504","EISENBICHLER Markus","GER","3 APR 1991","32","90.6","130.5","69.9","17.5","17.5","18.0","17.5","17.5","52.5","16","","-0.04","0.6","123.0","13.","1","265.0","43","zak","2022","1",125,140,"Zakopane"
"2505","EISENBICHLER Markus","GER","3 APR 1991","32","91.6","132.0","72.6","18.0","18.0","18.0","18.0","18.0","54.0","16","","-0.95","15.4","142.0","4.","2","265.0","43","zak","2022","1",125,140,"Zakopane"
"2506","STOCH Kamil","POL","25 MAY 1987","42","91.3","126.5","62.7","17.5","17.5","18.0","18.0","17.5","53.0","16","","-0.97","15.7","131.4","6.","1","261.6","43","zak","2022","1",125,140,"Zakopane"
"2507","STOCH Kamil","POL","25 MAY 1987","42","91.3","124.0","58.2","18.0","18.0","18.0","18.0","18.0","54.0","16","","-1.11","18.0","130.2","12.","2","261.6","43","zak","2022","1",125,140,"Zakopane"
"2508","LINDVIK Marius","NOR","27 JUN 1998","39","91.0","128.0","65.4","18.0","18.0","18.0","18.5","18.0","54.0","16","","-0.88","14.3","133.7","3.","1","260.4","43","zak","2022","1",125,140,"Zakopane"
"2509","LINDVIK Marius","NOR","27 JUN 1998","39","90.6","121.5","53.7","18.0","17.5","17.5","18.0","18.0","53.5","15","4.8","-0.91","14.7","126.7","15.","2","260.4","43","zak","2022","1",125,140,"Zakopane"
"2510","TSCHOFENIG Daniel","AUT","28 MAR 2002","40","91.2","126.5","62.7","18.0","18.0","18.0","18.0","17.5","54.0","16","","-0.19","3.1","119.8","17.","1","258.7","43","zak","2022","1",125,140,"Zakopane"
"2511","TSCHOFENIG Daniel","AUT","28 MAR 2002","40","91.5","129.0","67.2","18.0","18.0","18.5","18.5","18.5","55.0","16","","-1.03","16.7","138.9","5.","2","258.7","43","zak","2022","1",125,140,"Zakopane"
"2512","AIGNER Clemens","AUT","2 FEB 1993","21","91.6","127.5","64.5","18.0","18.0","18.0","18.0","18.0","54.0","16","","-0.45","7.3","125.8","11.","1","258.2","43","zak","2022","1",125,140,"Zakopane"
"2513","AIGNER Clemens","AUT","2 FEB 1993","21","91.5","134.0","76.2","18.5","18.5","19.0","18.5","19.0","56.0","16","","-0.01","0.2","132.4","9.","2","258.2","43","zak","2022","1",125,140,"Zakopane"
"2514","WELLINGER Andreas","GER","28 AUG 1995","38","91.2","133.0","74.4","18.5","18.5","18.5","18.5","18.5","55.5","16","","0.07","-0.8","129.1","7.","1","257.4","43","zak","2022","1",125,140,"Zakopane"
"2515","WELLINGER Andreas","GER","28 AUG 1995","38","91.6","129.0","67.2","17.5","17.5","18.0","17.5","16.5","52.5","16","","-0.53","8.6","128.3","13.","2","257.4","43","zak","2022","1",125,140,"Zakopane"
"2516","HAYBOECK Michael","AUT","5 MAR 1991","44","91.4","124.5","59.1","17.0","17.0","17.5","17.5","16.5","51.5","16","","-0.77","12.5","123.1","12.","1","255.9","43","zak","2022","1",125,140,"Zakopane"
"2517","HAYBOECK Michael","AUT","5 MAR 1991","44","91.4","132.0","72.6","17.5","17.0","17.5","17.0","17.0","51.5","16","","-0.54","8.7","132.8","8.","2","255.9","43","zak","2022","1",125,140,"Zakopane"
"2518","KOS Lovro","KOS","23 JUL 1999","34","91.0","129.5","68.1","17.5","18.5","18.5","18.0","18.0","54.5","16","","-0.30","4.9","127.5","9.","1","255.8","43","zak","2022","1",125,140,"Zakopane"
"2519","KOS Lovro","KOS","23 JUL 1999","34","91.3","128.0","65.4","17.0","18.0","18.0","18.0","17.5","53.5","16","","-0.58","9.4","128.3","13.","2","255.8","43","zak","2022","1",125,140,"Zakopane"
"2520","GEIGER Karl","GER","11 FEB 1993","43","91.4","121.0","52.8","17.5","17.5","17.5","17.5","17.0","52.5","16","","-0.73","11.8","117.1","24.","1","249.0","43","zak","2022","1",125,140,"Zakopane"
"2521","GEIGER Karl","GER","11 FEB 1993","43","90.9","133.5","75.3","18.5","18.5","18.5","18.5","19.0","55.5","16","","-0.07","1.1","131.9","10.","2","249.0","43","zak","2022","1",125,140,"Zakopane"
"2522","FETTNER Manuel","AUT","17 JUN 1985","45","91.5","112.0","36.6","17.0","16.5","16.5","17.0","16.5","50.0","16","","-1.55","25.1","111.7","28.","1","247.3","43","zak","2022","1",125,140,"Zakopane"
"2523","FETTNER Manuel","AUT","17 JUN 1985","45","91.2","133.0","74.4","18.5","18.5","18.0","18.5","18.5","55.5","16","","-0.35","5.7","135.6","7.","2","247.3","43","zak","2022","1",125,140,"Zakopane"
"2524","JELAR Ziga","SLO","22 OCT 1997","29","91.1","133.0","74.4","18.5","18.5","18.5","18.0","18.5","55.5","16","","0.21","-2.3","127.6","8.","1","245.4","43","zak","2022","1",125,140,"Zakopane"
"2525","JELAR Ziga","SLO","22 OCT 1997","29","91.5","120.5","51.9","17.0","17.0","16.5","17.5","16.5","50.5","16","","-0.95","15.4","117.8","19.","2","245.4","43","zak","2022","1",125,140,"Zakopane"
"2526","PREVC Peter","SLO","20 SEP 1992","36","91.1","120.5","51.9","17.5","17.5","17.5","17.5","17.5","52.5","16","","-0.93","15.1","119.5","18.","1","244.0","43","zak","2022","1",125,140,"Zakopane"
"2527","PREVC Peter","SLO","20 SEP 1992","36","91.2","130.5","69.9","18.0","18.0","18.0","18.0","18.0","54.0","16","","-0.04","0.6","124.5","17.","2","244.0","43","zak","2022","1",125,140,"Zakopane"
"2528","FORFANG Johann","NOR","4 JUL 1995","35","90.4","124.5","59.1","18.0","17.5","18.0","17.5","17.0","53.0","16","","-0.20","3.2","115.3","26.","1","241.7","43","zak","2022","1",125,140,"Zakopane"
"2529","FORFANG Johann","NOR","4 JUL 1995","35","90.9","129.0","67.2","17.5","18.0","18.0","18.0","17.5","53.5","16","","-0.35","5.7","126.4","16.","2","241.7","43","zak","2022","1",125,140,"Zakopane"
"2530","LEYHE Stephan","GER","5 JAN 1992","28","90.5","127.0","63.6","18.0","18.0","18.0","18.0","18.0","54.0","16","","0.04","-0.4","117.2","23.","1","236.1","43","zak","2022","1",125,140,"Zakopane"
"2531","LEYHE Stephan","GER","5 JAN 1992","28","91.4","123.0","56.4","17.5","17.5","17.5","17.5","17.0","52.5","16","","-0.62","10.0","118.9","18.","2","236.1","43","zak","2022","1",125,140,"Zakopane"
"2532","DESCHWANDEN Gregor","SUI","27 FEB 1991","20","91.7","118.0","47.4","17.0","17.0","17.0","17.5","17.5","51.5","16","","-1.36","22.0","120.9","16.","1","235.5","43","zak","2022","1",125,140,"Zakopane"
"2533","DESCHWANDEN Gregor","SUI","27 FEB 1991","20","91.1","123.0","56.4","17.5","17.5","17.5","17.5","17.5","52.5","16","","-0.35","5.7","114.6","20.","2","235.5","43","zak","2022","1",125,140,"Zakopane"
"2534","HABDAS Jan","POL","2 DEC 2003","7","91.5","129.0","67.2","18.0","18.0","18.0","18.0","18.0","54.0","16","","-0.01","0.2","121.4","14.","1","231.1","43","zak","2022","1",125,140,"Zakopane"
"2535","HABDAS Jan","POL","2 DEC 2003","7","91.6","123.0","56.4","18.0","17.5","17.5","17.5","17.5","52.5","16","","-0.05","0.8","109.7","24.","2","231.1","43","zak","2022","1",125,140,"Zakopane"
"2536","SCHMID Constantin","GER","27 NOV 1999","31","90.7","122.0","54.6","17.5","17.5","17.5","17.5","17.5","52.5","16","","-0.67","10.9","118.0","21.","1","230.7","43","zak","2022","1",125,140,"Zakopane"
"2537","SCHMID Constantin","GER","27 NOV 1999","31","91.5","125.0","60.0","17.5","17.5","17.5","17.5","17.5","52.5","16","","-0.01","0.2","112.7","22.","2","230.7","43","zak","2022","1",125,140,"Zakopane"
"2538","PALOSAARI Vilho","FIN","20 JUL 2004","16","91.4","130.5","69.9","17.5","17.5","17.0","17.5","17.5","52.5","16","","0.46","-5.0","117.4","22.","1","230.2","43","zak","2022","1",125,140,"Zakopane"
"2539","PALOSAARI Vilho","FIN","20 JUL 2004","16","91.0","125.5","60.9","17.5","17.5","17.5","17.5","17.0","52.5","16","","0.06","-0.6","112.8","21.","2","230.2","43","zak","2022","1",125,140,"Zakopane"
"2540","LEITNER Clemens","AUT","7 NOV 1998","22","91.5","124.5","59.1","17.0","17.5","17.5","17.5","17.0","52.0","16","","-0.36","5.8","116.9","25.","1","227.0","43","zak","2022","1",125,140,"Zakopane"
"2541","LEITNER Clemens","AUT","7 NOV 1998","22","91.1","118.0","47.4","17.5","17.0","17.5","17.0","17.0","51.5","16","","-0.69","11.2","110.1","23.","2","227.0","43","zak","2022","1",125,140,"Zakopane"
"2542","AALTO Antti","FIN","2 APR 1995","23","91.7","120.0","51.0","17.0","17.5","17.0","17.0","17.0","51.0","16","","-1.01","16.4","118.4","19.","1","225.8","43","zak","2022","1",125,140,"Zakopane"
"2543","AALTO Antti","FIN","2 APR 1995","23","91.6","114.0","40.2","17.0","17.0","17.0","17.0","17.0","51.0","16","","-1.00","16.2","107.4","26.","2","225.8","43","zak","2022","1",125,140,"Zakopane"
"2544","ZNISZCZOL Aleksander","POL","8 MAR 1994","15","91.1","125.0","60.0","17.5","17.5","17.5","17.5","17.0","52.5","16","","-0.13","2.1","114.6","27.","1","221.7","43","zak","2022","1",125,140,"Zakopane"
